payment_id,user_id,amount,payment_date,plan_type,valid_until,churn_status,renewed,validity_days
T78957469026,16296,7.99,2025-02-04,Standard,2025-03-06,active,True,30
T97378001722,16296,7.99,2025-03-09,Standard,2025-04-08,churned,False,30
T51650704619,16297,12.99,2025-01-03,Premium,2025-03-04,active,True,60
T61686583456,16297,12.99,2025-03-06,Premium,2025-05-05,churned,False,60
T82170889949,16298,4.99,2025-01-03,Student Plan,2025-02-02,churned,False,30
T78299693857,16299,7.99,2025-01-03,Standard,2025-02-02,active,True,30
T85746116391,16299,7.99,2025-02-06,Standard,2025-03-08,active,True,30
T52535760795,16299,7.99,2025-03-09,Standard,2025-04-08,active,True,30
T92857635700,16300,4.99,2025-01-03,Student Plan,2025-02-02,churned,False,30
T69539414007,16301,4.99,2025-01-04,Student Plan,2025-02-03,churned,False,30
T74001579672,16302,4.99,2025-01-04,Student Plan,2025-02-03,active,True,30
T54962632002,16302,7.99,2025-02-07,Standard,2025-03-09,active,True,30
T98875578884,16302,4.99,2025-03-11,Student Plan,2025-04-10,active,True,30
T81088909184,16303,7.99,2025-01-04,Standard,2025-02-03,active,True,30
T93224934838,16303,7.99,2025-02-08,Standard,2025-03-10,active,True,30
T95758964002,16303,7.99,2025-03-15,Standard,2025-04-14,churned,False,30
T77715510209,16304,12.99,2025-01-04,Premium,2025-03-05,active,True,60
T73949429367,16304,7.99,2025-03-10,Standard,2025-04-09,active,True,30
T90592861269,16305,7.99,2025-01-04,Standard,2025-02-03,active,True,30
T66075858433,16305,7.99,2025-02-08,Standard,2025-03-10,churned,False,30
T72974601281,16306,7.99,2025-01-04,Standard,2025-02-03,churned,False,30
T51800644832,16307,4.99,2025-01-04,Student Plan,2025-02-03,churned,False,30
T81120029065,16308,4.99,2025-01-04,Student Plan,2025-02-03,active,True,30
T80594231306,16308,4.99,2025-02-07,Student Plan,2025-03-09,active,True,30
T61458654786,16308,4.99,2025-03-11,Student Plan,2025-04-10,active,True,30
T61014640055,16309,12.99,2025-01-04,Premium,2025-03-05,active,True,60
T90856943133,16309,12.99,2025-03-06,Premium,2025-05-05,active,True,60
T87764043512,16310,4.99,2025-01-04,Student Plan,2025-02-03,active,True,30
T77593628124,16310,4.99,2025-02-08,Student Plan,2025-03-10,churned,False,30
T86391221231,16311,12.99,2025-01-04,Premium,2025-03-05,active,True,60
T64893447735,16311,12.99,2025-03-10,Premium,2025-05-09,active,True,60
T60998257213,16312,4.99,2025-01-04,Student Plan,2025-02-03,active,True,30
T66402526640,16312,4.99,2025-02-05,Student Plan,2025-03-07,active,True,30
T94881395584,16312,4.99,2025-03-10,Student Plan,2025-04-09,churned,False,30
T70781852023,16313,12.99,2025-01-04,Premium,2025-03-05,active,True,60
T98839482363,16313,12.99,2025-03-07,Premium,2025-05-06,active,True,60
T73660017108,16314,7.99,2025-01-04,Standard,2025-02-03,active,True,30
T51574972959,16314,7.99,2025-02-04,Standard,2025-03-06,active,True,30
T76570252500,16314,7.99,2025-03-11,Standard,2025-04-10,active,True,30
T89427228774,16315,7.99,2025-01-04,Standard,2025-02-03,active,True,30
T76466113320,16315,7.99,2025-02-06,Standard,2025-03-08,active,True,30
T70260329298,16315,12.99,2025-03-13,Premium,2025-05-12,active,True,60
T96709554821,16316,4.99,2025-01-04,Student Plan,2025-02-03,active,True,30
T95211224149,16316,4.99,2025-02-06,Student Plan,2025-03-08,active,True,30
T69414280106,16316,4.99,2025-03-12,Student Plan,2025-04-11,active,True,30
T80634725424,16317,4.99,2025-01-04,Student Plan,2025-02-03,active,True,30
T66246366403,16317,4.99,2025-02-06,Student Plan,2025-03-08,active,True,30
T79372872917,16317,4.99,2025-03-09,Student Plan,2025-04-08,active,True,30
T73069077997,16318,4.99,2025-01-04,Student Plan,2025-02-03,churned,False,30
T56995387057,16319,7.99,2025-01-04,Standard,2025-02-03,active,True,30
T96231539473,16319,7.99,2025-02-06,Standard,2025-03-08,active,True,30
T87085808459,16319,7.99,2025-03-13,Standard,2025-04-12,active,True,30
T54249177388,16320,7.99,2025-01-04,Standard,2025-02-03,active,True,30
T97854891380,16320,7.99,2025-02-08,Standard,2025-03-10,active,True,30
T78553218875,16320,12.99,2025-03-15,Premium,2025-05-14,active,True,60
T98243955240,16321,7.99,2025-01-04,Standard,2025-02-03,active,True,30
T98954535877,16321,12.99,2025-02-05,Premium,2025-04-06,churned,False,60
T65392409496,16322,4.99,2025-01-04,Student Plan,2025-02-03,active,True,30
T87160844158,16322,7.99,2025-02-05,Standard,2025-03-07,churned,False,30
T56197974757,16323,7.99,2025-01-04,Standard,2025-02-03,churned,False,30
T66278737134,16324,7.99,2025-01-04,Standard,2025-02-03,active,True,30
T50076504423,16324,7.99,2025-02-08,Standard,2025-03-10,churned,False,30
T62697131298,16325,12.99,2025-01-04,Premium,2025-03-05,active,True,60
T53064742258,16325,12.99,2025-03-06,Premium,2025-05-05,active,True,60
T87556174162,16326,4.99,2025-01-04,Student Plan,2025-02-03,active,True,30
T87175793029,16326,4.99,2025-02-05,Student Plan,2025-03-07,active,True,30
T77647607948,16326,12.99,2025-03-11,Premium,2025-05-10,active,True,60
T84241600098,16327,7.99,2025-01-04,Standard,2025-02-03,active,True,30
T83263533886,16327,7.99,2025-02-08,Standard,2025-03-10,churned,False,30
T60882751206,16328,4.99,2025-01-05,Student Plan,2025-02-04,active,True,30
T53927638403,16328,4.99,2025-02-05,Student Plan,2025-03-07,churned,False,30
T67769925141,16329,4.99,2025-01-05,Student Plan,2025-02-04,churned,False,30
T93943240389,16330,12.99,2025-01-05,Premium,2025-03-06,active,True,60
T74044132911,16330,7.99,2025-03-11,Standard,2025-04-10,active,True,30
T83519557275,16331,12.99,2025-01-05,Premium,2025-03-06,active,True,60
T84782125659,16331,7.99,2025-03-11,Standard,2025-04-10,churned,False,30
T77215130020,16332,12.99,2025-01-05,Premium,2025-03-06,churned,False,60
T68799844727,16333,4.99,2025-01-05,Student Plan,2025-02-04,active,True,30
T87586495932,16333,12.99,2025-02-09,Premium,2025-04-10,active,True,60
T50163691019,16334,7.99,2025-01-05,Standard,2025-02-04,active,True,30
T68758618166,16334,7.99,2025-02-07,Standard,2025-03-09,active,True,30
T95316611837,16334,7.99,2025-03-11,Standard,2025-04-10,active,True,30
T67756613020,16335,7.99,2025-01-05,Standard,2025-02-04,active,True,30
T80046698579,16335,12.99,2025-02-08,Premium,2025-04-09,active,True,60
T52305573048,16336,12.99,2025-01-05,Premium,2025-03-06,active,True,60
T95328302859,16336,7.99,2025-03-07,Standard,2025-04-06,churned,False,30
T92971693282,16337,12.99,2025-01-05,Premium,2025-03-06,active,True,60
T91939043138,16337,12.99,2025-03-11,Premium,2025-05-10,active,True,60
T61632633287,16338,12.99,2025-01-05,Premium,2025-03-06,active,True,60
T55323345192,16338,12.99,2025-03-10,Premium,2025-05-09,active,True,60
T51077627587,16339,4.99,2025-01-05,Student Plan,2025-02-04,active,True,30
T66587565951,16339,4.99,2025-02-05,Student Plan,2025-03-07,active,True,30
T95808668996,16339,7.99,2025-03-09,Standard,2025-04-08,active,True,30
T86177950785,16340,12.99,2025-01-05,Premium,2025-03-06,active,True,60
T94973691886,16340,7.99,2025-03-11,Standard,2025-04-10,churned,False,30
T87801818423,16341,12.99,2025-01-05,Premium,2025-03-06,active,True,60
T91489501141,16341,12.99,2025-03-09,Premium,2025-05-08,active,True,60
T87657483787,16342,12.99,2025-01-05,Premium,2025-03-06,active,True,60
T98749137203,16342,7.99,2025-03-11,Standard,2025-04-10,active,True,30
T83982543174,16343,4.99,2025-01-05,Student Plan,2025-02-04,churned,False,30
T96414195233,16344,12.99,2025-01-05,Premium,2025-03-06,active,True,60
T73227760828,16344,12.99,2025-03-08,Premium,2025-05-07,active,True,60
T66897503365,16345,7.99,2025-01-05,Standard,2025-02-04,active,True,30
T74077640122,16345,7.99,2025-02-05,Standard,2025-03-07,churned,False,30
T74231665703,16346,4.99,2025-01-05,Student Plan,2025-02-04,active,True,30
T79160234597,16346,4.99,2025-02-07,Student Plan,2025-03-09,active,True,30
T70061424222,16346,4.99,2025-03-14,Student Plan,2025-04-13,churned,False,30
T93255433375,16347,7.99,2025-01-05,Standard,2025-02-04,active,True,30
T67954111509,16347,7.99,2025-02-08,Standard,2025-03-10,active,True,30
T84607840749,16347,7.99,2025-03-15,Standard,2025-04-14,churned,False,30
T86290691666,16348,12.99,2025-01-05,Premium,2025-03-06,active,True,60
T88903110520,16348,12.99,2025-03-07,Premium,2025-05-06,active,True,60
T78514859496,16349,4.99,2025-01-05,Student Plan,2025-02-04,active,True,30
T82181147106,16349,4.99,2025-02-07,Student Plan,2025-03-09,active,True,30
T56141811977,16349,4.99,2025-03-14,Student Plan,2025-04-13,active,True,30
T65613429349,16350,12.99,2025-01-05,Premium,2025-03-06,active,True,60
T73106646322,16350,12.99,2025-03-07,Premium,2025-05-06,active,True,60
T68958348264,16351,12.99,2025-01-05,Premium,2025-03-06,active,True,60
T87750676329,16351,12.99,2025-03-09,Premium,2025-05-08,active,True,60
T73507455969,16352,4.99,2025-01-06,Student Plan,2025-02-05,active,True,30
T67047966864,16352,7.99,2025-02-09,Standard,2025-03-11,active,True,30
T60983127003,16352,7.99,2025-03-13,Standard,2025-04-12,active,True,30
T80786651781,16353,12.99,2025-01-06,Premium,2025-03-07,active,True,60
T99071633051,16353,12.99,2025-03-12,Premium,2025-05-11,active,True,60
T95964514077,16354,12.99,2025-01-06,Premium,2025-03-07,active,True,60
T89697678535,16354,12.99,2025-03-09,Premium,2025-05-08,active,True,60
T58455027583,16355,12.99,2025-01-06,Premium,2025-03-07,churned,False,60
T99282684254,16356,7.99,2025-01-06,Standard,2025-02-05,active,True,30
T63562813304,16356,7.99,2025-02-06,Standard,2025-03-08,active,True,30
T95360863718,16356,7.99,2025-03-12,Standard,2025-04-11,active,True,30
T66756469882,16357,7.99,2025-01-06,Standard,2025-02-05,active,True,30
T62164507272,16357,7.99,2025-02-07,Standard,2025-03-09,churned,False,30
T81721312228,16358,4.99,2025-01-06,Student Plan,2025-02-05,churned,False,30
T63110807328,16359,4.99,2025-01-06,Student Plan,2025-02-05,active,True,30
T99675817014,16359,4.99,2025-02-09,Student Plan,2025-03-11,churned,False,30
T96538593656,16360,12.99,2025-01-06,Premium,2025-03-07,active,True,60
T54770013626,16360,7.99,2025-03-11,Standard,2025-04-10,active,True,30
T91207321568,16361,7.99,2025-01-06,Standard,2025-02-05,active,True,30
T76585709827,16361,7.99,2025-02-08,Standard,2025-03-10,churned,False,30
T75334547946,16362,7.99,2025-01-06,Standard,2025-02-05,active,True,30
T93799801847,16362,12.99,2025-02-07,Premium,2025-04-08,active,True,60
T75095463875,16363,7.99,2025-01-06,Standard,2025-02-05,churned,False,30
T93954201269,16364,7.99,2025-01-06,Standard,2025-02-05,churned,False,30
T73495437030,16365,4.99,2025-01-06,Student Plan,2025-02-05,active,True,30
T94446074853,16365,12.99,2025-02-06,Premium,2025-04-07,active,True,60
T86351685117,16366,4.99,2025-01-06,Student Plan,2025-02-05,active,True,30
T84483038026,16366,4.99,2025-02-06,Student Plan,2025-03-08,active,True,30
T87013493654,16366,4.99,2025-03-10,Student Plan,2025-04-09,active,True,30
T62486674617,16367,4.99,2025-01-06,Student Plan,2025-02-05,churned,False,30
T96958093198,16368,7.99,2025-01-06,Standard,2025-02-05,active,True,30
T77287673570,16368,7.99,2025-02-09,Standard,2025-03-11,active,True,30
T59818280562,16368,7.99,2025-03-15,Standard,2025-04-14,active,True,30
T63819315003,16369,4.99,2025-01-06,Student Plan,2025-02-05,active,True,30
T98980880747,16369,4.99,2025-02-09,Student Plan,2025-03-11,active,True,30
T97078558475,16370,4.99,2025-01-06,Student Plan,2025-02-05,active,True,30
T98627695237,16370,4.99,2025-02-10,Student Plan,2025-03-12,active,True,30
T69921674406,16371,12.99,2025-01-06,Premium,2025-03-07,active,True,60
T68525297550,16371,7.99,2025-03-10,Standard,2025-04-09,active,True,30
T83202233867,16372,7.99,2025-01-06,Standard,2025-02-05,active,True,30
T99449277773,16372,7.99,2025-02-10,Standard,2025-03-12,active,True,30
T87327186809,16373,12.99,2025-01-06,Premium,2025-03-07,active,True,60
T71457873007,16373,12.99,2025-03-09,Premium,2025-05-08,active,True,60
T73375229051,16374,7.99,2025-01-06,Standard,2025-02-05,active,True,30
T68952269996,16374,7.99,2025-02-07,Standard,2025-03-09,churned,False,30
T50125302392,16375,12.99,2025-01-07,Premium,2025-03-08,active,True,60
T85370655600,16375,12.99,2025-03-10,Premium,2025-05-09,active,True,60
T64594918382,16376,7.99,2025-01-07,Standard,2025-02-06,active,True,30
T70237700547,16376,7.99,2025-02-07,Standard,2025-03-09,active,True,30
T57443118480,16376,7.99,2025-03-10,Standard,2025-04-09,active,True,30
T88523733345,16377,4.99,2025-01-07,Student Plan,2025-02-06,churned,False,30
T74023288615,16378,4.99,2025-01-07,Student Plan,2025-02-06,active,True,30
T97913046234,16378,4.99,2025-02-10,Student Plan,2025-03-12,active,True,30
T62595947599,16379,4.99,2025-01-07,Student Plan,2025-02-06,active,True,30
T62460592852,16379,12.99,2025-02-10,Premium,2025-04-11,churned,False,60
T99071824185,16380,4.99,2025-01-07,Student Plan,2025-02-06,churned,False,30
T82579206573,16381,12.99,2025-01-07,Premium,2025-03-08,active,True,60
T86198180648,16381,12.99,2025-03-09,Premium,2025-05-08,active,True,60
T82398919629,16382,7.99,2025-01-07,Standard,2025-02-06,churned,False,30
T57371617265,16383,7.99,2025-01-07,Standard,2025-02-06,active,True,30
T98478874458,16383,7.99,2025-02-11,Standard,2025-03-13,active,True,30
T83438633579,16383,7.99,2025-03-14,Standard,2025-04-13,active,True,30
T53651731800,16384,7.99,2025-01-07,Standard,2025-02-06,active,True,30
T70337784006,16384,12.99,2025-02-07,Premium,2025-04-08,active,True,60
T67621993895,16385,7.99,2025-01-07,Standard,2025-02-06,active,True,30
T54861917880,16385,7.99,2025-02-07,Standard,2025-03-09,active,True,30
T60689770511,16385,7.99,2025-03-13,Standard,2025-04-12,churned,False,30
T74403229284,16386,4.99,2025-01-07,Student Plan,2025-02-06,active,True,30
T75256160417,16386,4.99,2025-02-08,Student Plan,2025-03-10,churned,False,30
T78369922373,16387,12.99,2025-01-07,Premium,2025-03-08,active,True,60
T77577922454,16387,12.99,2025-03-09,Premium,2025-05-08,active,True,60
T88784411893,16388,7.99,2025-01-07,Standard,2025-02-06,active,True,30
T76422010787,16388,7.99,2025-02-10,Standard,2025-03-12,active,True,30
T58574552247,16389,12.99,2025-01-07,Premium,2025-03-08,active,True,60
T75081974610,16389,12.99,2025-03-09,Premium,2025-05-08,active,True,60
T80129686367,16390,7.99,2025-01-07,Standard,2025-02-06,active,True,30
T92385074266,16390,7.99,2025-02-09,Standard,2025-03-11,active,True,30
T81497360457,16390,7.99,2025-03-13,Standard,2025-04-12,active,True,30
T60527756686,16391,12.99,2025-01-07,Premium,2025-03-08,churned,False,60
T62392917464,16392,12.99,2025-01-07,Premium,2025-03-08,active,True,60
T71562133226,16392,7.99,2025-03-13,Standard,2025-04-12,active,True,30
T93054652412,16393,4.99,2025-01-08,Student Plan,2025-02-07,active,True,30
T81063929605,16393,4.99,2025-02-09,Student Plan,2025-03-11,active,True,30
T89134724327,16394,7.99,2025-01-08,Standard,2025-02-07,active,True,30
T80724546284,16394,7.99,2025-02-10,Standard,2025-03-12,active,True,30
T78376288305,16395,7.99,2025-01-08,Standard,2025-02-07,active,True,30
T77670816288,16395,7.99,2025-02-10,Standard,2025-03-12,active,True,30
T74711129044,16395,12.99,2025-03-15,Premium,2025-05-14,active,True,60
T57900185629,16396,12.99,2025-01-08,Premium,2025-03-09,active,True,60
T63000992060,16396,12.99,2025-03-14,Premium,2025-05-13,active,True,60
T80252478933,16397,4.99,2025-01-08,Student Plan,2025-02-07,churned,False,30
T99309330087,16398,7.99,2025-01-08,Standard,2025-02-07,active,True,30
T82518044328,16398,12.99,2025-02-11,Premium,2025-04-12,active,True,60
T80396723660,16399,12.99,2025-01-08,Premium,2025-03-09,active,True,60
T94625362821,16399,12.99,2025-03-12,Premium,2025-05-11,active,True,60
T71949588404,16400,7.99,2025-01-08,Standard,2025-02-07,active,True,30
T88394946833,16400,7.99,2025-02-12,Standard,2025-03-14,active,True,30
T95458711176,16401,4.99,2025-01-08,Student Plan,2025-02-07,active,True,30
T64978311446,16401,4.99,2025-02-09,Student Plan,2025-03-11,churned,False,30
T89216187016,16402,12.99,2025-01-08,Premium,2025-03-09,active,True,60
T68661274832,16402,7.99,2025-03-12,Standard,2025-04-11,churned,False,30
T67459723804,16403,4.99,2025-01-08,Student Plan,2025-02-07,active,True,30
T75043643369,16403,4.99,2025-02-09,Student Plan,2025-03-11,active,True,30
T96792715350,16404,4.99,2025-01-08,Student Plan,2025-02-07,active,True,30
T70001624162,16404,4.99,2025-02-11,Student Plan,2025-03-13,active,True,30
T81779206537,16405,7.99,2025-01-08,Standard,2025-02-07,active,True,30
T69712875753,16405,7.99,2025-02-10,Standard,2025-03-12,active,True,30
T71690174889,16405,7.99,2025-03-15,Standard,2025-04-14,active,True,30
T53495891625,16406,7.99,2025-01-08,Standard,2025-02-07,active,True,30
T99098467599,16406,12.99,2025-02-08,Premium,2025-04-09,active,True,60
T84679272176,16407,12.99,2025-01-08,Premium,2025-03-09,active,True,60
T79599089170,16407,12.99,2025-03-12,Premium,2025-05-11,active,True,60
T95295499209,16408,7.99,2025-01-08,Standard,2025-02-07,churned,False,30
T98827490452,16409,7.99,2025-01-08,Standard,2025-02-07,churned,False,30
T68095204639,16410,12.99,2025-01-08,Premium,2025-03-09,active,True,60
T84882356118,16410,12.99,2025-03-14,Premium,2025-05-13,active,True,60
T65232059207,16411,7.99,2025-01-08,Standard,2025-02-07,active,True,30
T75468567673,16411,7.99,2025-02-08,Standard,2025-03-10,active,True,30
T93512934843,16411,7.99,2025-03-12,Standard,2025-04-11,active,True,30
T57539635797,16412,4.99,2025-01-08,Student Plan,2025-02-07,active,True,30
T73043265898,16412,4.99,2025-02-08,Student Plan,2025-03-10,active,True,30
T73897287822,16412,4.99,2025-03-13,Student Plan,2025-04-12,active,True,30
T94395053565,16413,7.99,2025-01-08,Standard,2025-02-07,active,True,30
T76531652201,16413,7.99,2025-02-12,Standard,2025-03-14,active,True,30
T68770517068,16414,7.99,2025-01-08,Standard,2025-02-07,active,True,30
T73328007954,16414,7.99,2025-02-09,Standard,2025-03-11,active,True,30
T52477157909,16415,7.99,2025-01-08,Standard,2025-02-07,active,True,30
T50401803509,16415,7.99,2025-02-09,Standard,2025-03-11,active,True,30
T67846178502,16416,7.99,2025-01-08,Standard,2025-02-07,active,True,30
T67237232555,16416,7.99,2025-02-09,Standard,2025-03-11,churned,False,30
T68630998806,16417,7.99,2025-01-08,Standard,2025-02-07,active,True,30
T79290344129,16417,7.99,2025-02-12,Standard,2025-03-14,active,True,30
T84325852481,16418,7.99,2025-01-09,Standard,2025-02-08,active,True,30
T56366524793,16418,12.99,2025-02-09,Premium,2025-04-10,active,True,60
T86381970041,16419,12.99,2025-01-09,Premium,2025-03-10,active,True,60
T77518863686,16419,12.99,2025-03-11,Premium,2025-05-10,active,True,60
T85092102653,16420,12.99,2025-01-09,Premium,2025-03-10,active,True,60
T54311135059,16420,12.99,2025-03-11,Premium,2025-05-10,active,True,60
T91304553436,16421,12.99,2025-01-09,Premium,2025-03-10,active,True,60
T82910606847,16421,12.99,2025-03-15,Premium,2025-05-14,active,True,60
T51580690113,16422,4.99,2025-01-09,Student Plan,2025-02-08,active,True,30
T69799990216,16422,12.99,2025-02-13,Premium,2025-04-14,active,True,60
T98775987364,16423,4.99,2025-01-09,Student Plan,2025-02-08,active,True,30
T99839291081,16423,4.99,2025-02-10,Student Plan,2025-03-12,churned,False,30
T74053999640,16424,7.99,2025-01-09,Standard,2025-02-08,active,True,30
T92447550570,16424,7.99,2025-02-11,Standard,2025-03-13,active,True,30
T56865874551,16425,12.99,2025-01-09,Premium,2025-03-10,active,True,60
T71625108207,16425,7.99,2025-03-13,Standard,2025-04-12,active,True,30
T59679464517,16426,12.99,2025-01-09,Premium,2025-03-10,active,True,60
T71969292460,16426,12.99,2025-03-13,Premium,2025-05-12,active,True,60
T68782170237,16427,7.99,2025-01-09,Standard,2025-02-08,active,True,30
T80537117866,16427,7.99,2025-02-09,Standard,2025-03-11,active,True,30
T98921090580,16427,12.99,2025-03-14,Premium,2025-05-13,active,True,60
T66452686807,16428,7.99,2025-01-09,Standard,2025-02-08,active,True,30
T79323940779,16428,7.99,2025-02-10,Standard,2025-03-12,active,True,30
T99834746562,16429,7.99,2025-01-09,Standard,2025-02-08,active,True,30
T87113328189,16429,7.99,2025-02-10,Standard,2025-03-12,churned,False,30
T70856029949,16430,4.99,2025-01-10,Student Plan,2025-02-09,active,True,30
T74533217684,16430,4.99,2025-02-12,Student Plan,2025-03-14,active,True,30
T89404508895,16431,4.99,2025-01-10,Student Plan,2025-02-09,active,True,30
T51722937806,16431,4.99,2025-02-14,Student Plan,2025-03-16,churned,False,30
T58801749944,16432,4.99,2025-01-10,Student Plan,2025-02-09,active,True,30
T91154291723,16432,12.99,2025-02-13,Premium,2025-04-14,active,True,60
T68791351956,16433,7.99,2025-01-10,Standard,2025-02-09,active,True,30
T52040846639,16433,7.99,2025-02-14,Standard,2025-03-16,active,True,30
T68834958673,16434,7.99,2025-01-10,Standard,2025-02-09,churned,False,30
T51127729546,16435,7.99,2025-01-10,Standard,2025-02-09,active,True,30
T60411039931,16435,7.99,2025-02-10,Standard,2025-03-12,active,True,30
T94918647009,16436,4.99,2025-01-10,Student Plan,2025-02-09,active,True,30
T78131209881,16436,4.99,2025-02-11,Student Plan,2025-03-13,active,True,30
T55138934644,16437,4.99,2025-01-10,Student Plan,2025-02-09,active,True,30
T94697108870,16437,4.99,2025-02-10,Student Plan,2025-03-12,churned,False,30
T56232545144,16438,7.99,2025-01-10,Standard,2025-02-09,active,True,30
T99318952660,16438,12.99,2025-02-14,Premium,2025-04-15,active,True,60
T96697629742,16439,4.99,2025-01-10,Student Plan,2025-02-09,active,True,30
T58690488434,16439,7.99,2025-02-10,Standard,2025-03-12,churned,False,30
T81667348121,16440,12.99,2025-01-10,Premium,2025-03-11,active,True,60
T97050570522,16440,7.99,2025-03-13,Standard,2025-04-12,churned,False,30
T67752030749,16441,7.99,2025-01-10,Standard,2025-02-09,active,True,30
T80927498409,16441,12.99,2025-02-10,Premium,2025-04-11,churned,False,60
T52527040020,16442,7.99,2025-01-10,Standard,2025-02-09,active,True,30
T63012985191,16442,7.99,2025-02-13,Standard,2025-03-15,active,True,30
T89588855458,16443,7.99,2025-01-10,Standard,2025-02-09,churned,False,30
T65056082914,16444,12.99,2025-01-10,Premium,2025-03-11,active,True,60
T91143343897,16444,7.99,2025-03-14,Standard,2025-04-13,active,True,30
T57643144304,16445,4.99,2025-01-10,Student Plan,2025-02-09,churned,False,30
T76081520231,16446,12.99,2025-01-10,Premium,2025-03-11,active,True,60
T64935599728,16446,7.99,2025-03-15,Standard,2025-04-14,active,True,30
T71244126059,16447,12.99,2025-01-10,Premium,2025-03-11,active,True,60
T71682403315,16447,12.99,2025-03-13,Premium,2025-05-12,active,True,60
T63671066845,16448,4.99,2025-01-10,Student Plan,2025-02-09,active,True,30
T68130096143,16448,4.99,2025-02-13,Student Plan,2025-03-15,active,True,30
T69170181528,16449,12.99,2025-01-10,Premium,2025-03-11,churned,False,60
T74410582019,16450,4.99,2025-01-10,Student Plan,2025-02-09,active,True,30
T56614773568,16450,4.99,2025-02-11,Student Plan,2025-03-13,active,True,30
T77972290838,16451,4.99,2025-01-10,Student Plan,2025-02-09,active,True,30
T80716272106,16451,4.99,2025-02-13,Student Plan,2025-03-15,churned,False,30
T87891098413,16452,12.99,2025-01-10,Premium,2025-03-11,active,True,60
T58585680815,16452,12.99,2025-03-13,Premium,2025-05-12,active,True,60
T57294874934,16453,7.99,2025-01-10,Standard,2025-02-09,churned,False,30
T73871481493,16454,12.99,2025-01-11,Premium,2025-03-12,active,True,60
T74377596346,16454,12.99,2025-03-13,Premium,2025-05-12,active,True,60
T84090063704,16455,12.99,2025-01-11,Premium,2025-03-12,active,True,60
T92473292714,16455,12.99,2025-03-13,Premium,2025-05-12,active,True,60
T85538771054,16456,12.99,2025-01-11,Premium,2025-03-12,active,True,60
T69357173642,16456,12.99,2025-03-15,Premium,2025-05-14,active,True,60
T54797357200,16457,4.99,2025-01-11,Student Plan,2025-02-10,active,True,30
T50772674244,16457,4.99,2025-02-12,Student Plan,2025-03-14,active,True,30
T52693731221,16458,4.99,2025-01-11,Student Plan,2025-02-10,active,True,30
T78677925919,16458,4.99,2025-02-13,Student Plan,2025-03-15,active,True,30
T80350492181,16459,4.99,2025-01-11,Student Plan,2025-02-10,churned,False,30
T79846248077,16460,4.99,2025-01-11,Student Plan,2025-02-10,churned,False,30
T70470875124,16461,4.99,2025-01-11,Student Plan,2025-02-10,active,True,30
T98473380826,16461,4.99,2025-02-15,Student Plan,2025-03-17,active,True,30
T66227427254,16462,7.99,2025-01-11,Standard,2025-02-10,active,True,30
T67996234829,16462,7.99,2025-02-11,Standard,2025-03-13,active,True,30
T73584653774,16462,7.99,2025-03-14,Standard,2025-04-13,active,True,30
T83565131082,16463,12.99,2025-01-11,Premium,2025-03-12,active,True,60
T89109233739,16463,12.99,2025-03-13,Premium,2025-05-12,active,True,60
T56695815825,16464,12.99,2025-01-11,Premium,2025-03-12,active,True,60
T51091773641,16465,12.99,2025-01-11,Premium,2025-03-12,active,True,60
T86091131548,16466,12.99,2025-01-11,Premium,2025-03-12,active,True,60
T81724244163,16467,4.99,2025-01-11,Student Plan,2025-02-10,active,True,30
T88796810931,16467,4.99,2025-02-12,Student Plan,2025-03-14,active,True,30
T69714269885,16467,4.99,2025-03-15,Student Plan,2025-04-14,active,True,30
T99054533166,16468,7.99,2025-01-11,Standard,2025-02-10,active,True,30
T50294373132,16468,7.99,2025-02-14,Standard,2025-03-16,active,True,30
T98565302936,16469,12.99,2025-01-11,Premium,2025-03-12,active,True,60
T87133845350,16469,12.99,2025-03-13,Premium,2025-05-12,churned,False,60
T59683494342,16470,7.99,2025-01-11,Standard,2025-02-10,active,True,30
T93809740397,16470,7.99,2025-02-11,Standard,2025-03-13,churned,False,30
T69392144348,16471,7.99,2025-01-11,Standard,2025-02-10,active,True,30
T58103573145,16471,12.99,2025-02-11,Premium,2025-04-12,active,True,60
T57010118726,16472,7.99,2025-01-11,Standard,2025-02-10,active,True,30
T68904081059,16472,12.99,2025-02-12,Premium,2025-04-13,active,True,60
T89935468443,16473,4.99,2025-01-11,Student Plan,2025-02-10,active,True,30
T79667400777,16473,4.99,2025-02-12,Student Plan,2025-03-14,churned,False,30
T81438652896,16474,4.99,2025-01-11,Student Plan,2025-02-10,active,True,30
T89306074387,16474,4.99,2025-02-14,Student Plan,2025-03-16,churned,False,30
T96120677842,16475,4.99,2025-01-11,Student Plan,2025-02-10,active,True,30
T61599567374,16475,4.99,2025-02-12,Student Plan,2025-03-14,active,True,30
T93584467881,16476,12.99,2025-01-11,Premium,2025-03-12,active,True,60
T57623941098,16477,7.99,2025-01-11,Standard,2025-02-10,churned,False,30
T73451134879,16478,7.99,2025-01-11,Standard,2025-02-10,churned,False,30
T67266570637,16479,12.99,2025-01-11,Premium,2025-03-12,active,True,60
T61005721287,16479,12.99,2025-03-14,Premium,2025-05-13,active,True,60
T56052303000,16480,7.99,2025-01-12,Standard,2025-02-11,active,True,30
T73351714712,16480,7.99,2025-02-14,Standard,2025-03-16,active,True,30
T98698327145,16481,7.99,2025-01-12,Standard,2025-02-11,active,True,30
T73775017815,16481,7.99,2025-02-15,Standard,2025-03-17,active,True,30
